audio_path,reference,wer,wspr_hyp,wspr_prob
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.0,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,-13.360889434814453
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read thank,-13.660548210144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read the,-13.861242294311523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read one,-14.021398544311523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read and,-14.197179794311523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read thanks,-14.277735710144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read so,-14.388586044311523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read this,-14.418360710144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read for,-14.555079460144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read it,-14.695704460144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read i,-14.730860710144043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.0,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,-6.8046770095825195
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ001-0110.wav,even the caslon type when enlarged shows great shortcomings in this respect,0.08333333333333333,even the kazzlun type when enlarged shows great shortcomings in this respect,-9.342903137207031
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ001-0110.wav,even the caslon type when enlarged shows great shortcomings in this respect,0.08333333333333333,even the kazzlung type when enlarged shows great shortcomings in this respect,-9.52010440826416
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others,0.0,all the committee could do in this respect was to throw the responsibility on others,-11.101890563964844
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,0.0,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,-6.558956623077393
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,0.038461538461538464,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated .,-11.26522159576416
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ018-0098.wav,and recognized as one of the frequenters of the bogus law stationers his arrest led to that of others,0.0,and recognized as one of the frequenters of the bogus law stationers his arrest led to that of others,-13.349740982055664
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.05,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence,-6.114126205444336
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.0,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,-8.291255950927734
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.05,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies .,-10.506099700927734
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.05,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies and,-11.459224700927734
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.05,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies ..,-12.326412200927734
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.0,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,-5.498502731323242
